doc_id,ela_score,dct_score,metadata_flag_count,clone_ratio,text_alignment_score,font_inconsistency,signature_mismatch,noise_hotspots,color_patch_score,ai_artifact_score,compression_mismatch,label
DOC_0265,45.09,54.58,2,0.005,0.0,0.21,-1.0,29.94,11.49,1.95,72.85,0
DOC_0266,62.95,44.31,2,0.0032,11.87,12.35,24.4,59.68,17.42,8.53,29.65,0
DOC_0267,57.71,26.22,4,0.0016,14.51,0.0,0.0,54.0,11.6,19.77,21.85,0
DOC_0268,60.68,3.79,2,0.0218,37.64,0.0,31.04,15.52,39.55,4.51,13.91,0
DOC_0269,37.03,63.95,2,0.0019,32.58,25.99,0.42,57.22,8.25,9.61,32.59,0
DOC_0270,20.65,34.51,1,0.0053,9.88,4.69,-1.0,9.69,0.0,6.73,43.12,0
DOC_0271,24.88,69.61,1,0.0001,10.98,1.76,11.51,4.34,21.56,11.79,78.52,0
DOC_0272,19.83,30.74,3,0.0056,15.87,6.72,-1.0,6.68,4.17,0.92,7.34,0
DOC_0273,71.87,53.64,2,0.0055,1.06,2.97,0.0,64.23,25.25,28.43,12.81,0
DOC_0274,53.89,47.2,3,0.0612,48.13,20.85,-1.0,60.75,20.01,12.69,18.51,0
DOC_0275,11.76,30.82,2,0.0014,8.67,11.02,4.4,5.14,6.3,10.97,26.95,0
DOC_0276,7.02,23.51,2,0.0016,2.31,3.49,-1.0,20.96,4.19,3.82,25.44,0
DOC_0277,21.37,22.67,2,0.0012,10.75,5.88,-1.0,6.89,1.32,6.29,20.13,0
DOC_0278,73.74,47.24,2,0.0137,5.39,0.92,30.3,72.41,42.13,5.84,47.08,0
DOC_0279,20.99,23.12,1,0.0134,0.45,10.08,-1.0,25.29,13.23,0.0,26.2,0
DOC_0280,39.03,36.02,1,0.0057,13.16,10.37,10.66,55.86,7.79,29.88,38.97,0
DOC_0281,59.13,32.88,4,0.0055,24.57,10.53,-1.0,61.8,15.33,18.52,56.79,0
DOC_0282,10.67,11.63,3,0.0024,16.11,6.12,7.89,0.64,0.11,6.41,0.0,0
DOC_0283,55.19,32.79,3,0.0043,12.94,0.0,31.46,33.8,24.99,13.97,51.05,0
DOC_0284,8.4,0.0,1,0.0121,8.87,5.99,10.17,10.42,7.04,3.15,4.52,0
DOC_0285,51.28,64.38,0,0.0007,13.34,10.27,-1.0,91.43,5.26,4.48,62.94,0
DOC_0286,53.79,23.28,1,0.0068,66.76,21.81,35.04,34.83,19.87,3.12,37.88,0
DOC_0287,62.06,70.21,2,0.0007,20.43,0.0,7.86,49.03,8.02,3.09,70.4,0
DOC_0288,3.83,24.72,2,0.0044,7.48,0.72,-1.0,19.64,4.7,6.58,9.15,0
DOC_0289,64.72,78.46,0,0.0266,8.7,22.56,18.69,67.53,22.12,2.04,42.76,0
DOC_0290,6.89,4.0,2,0.0013,11.08,13.23,10.13,5.06,10.52,0.72,18.98,0
DOC_0291,7.88,2.07,0,0.0021,7.26,8.79,-1.0,11.0,9.62,4.78,19.83,0
DOC_0292,29.95,51.4,3,0.001,18.81,0.0,2.92,27.54,13.23,19.9,40.7,0
DOC_0293,25.48,30.66,2,0.0013,0.28,1.1,28.05,42.3,0.8,5.8,42.4,0
DOC_0294,28.37,8.93,0,0.0073,7.09,2.98,-1.0,10.48,3.26,4.96,15.84,0
DOC_0295,34.42,24.8,4,0.001,30.54,18.82,-1.0,25.25,0.28,4.09,52.88,0
DOC_0296,76.25,59.37,0,0.0048,10.43,8.86,-1.0,69.04,25.36,0.0,55.57,0
DOC_0297,64.15,70.29,1,0.0206,0.0,19.55,12.45,90.9,27.11,10.58,63.69,0
DOC_0298,13.55,18.7,2,0.0048,6.07,0.32,13.9,0.85,9.31,10.05,9.55,0
DOC_0299,6.01,19.08,3,0.0074,11.29,6.3,17.6,11.54,0.0,3.69,14.64,0
DOC_0300,75.29,75.55,1,0.0008,22.22,0.0,18.91,30.11,5.82,8.9,90.3,0
DOC_0301,26.05,0.0,3,0.0043,37.71,6.88,17.48,62.76,26.85,4.52,20.66,0
DOC_0302,60.61,50.69,1,0.0233,27.12,12.67,19.7,60.88,23.63,9.87,29.66,0
DOC_0303,94.27,85.49,0,0.0024,10.69,8.54,12.99,42.95,3.6,13.81,94.41,0
DOC_0304,100.0,34.78,0,0.007,7.61,8.98,9.74,44.66,15.29,0.0,69.27,0
DOC_0305,1.48,20.28,2,0.0004,6.08,6.15,7.84,6.37,7.81,5.09,22.73,0
DOC_0306,7.07,25.93,2,0.0037,11.8,13.88,-1.0,5.15,9.19,4.6,12.21,0
DOC_0307,14.15,26.96,2,0.0002,0.0,0.0,-1.0,7.19,6.44,12.99,26.02,0
DOC_0308,73.52,53.01,1,0.0043,17.65,14.12,11.76,12.38,14.4,11.66,73.85,0
DOC_0309,50.51,74.41,1,0.0001,17.93,9.65,8.6,26.65,20.48,21.7,41.73,0
DOC_0310,75.32,67.16,1,0.0141,12.55,13.35,-1.0,43.01,6.36,0.0,76.55,0
DOC_0311,49.97,71.36,0,0.0038,7.56,5.15,23.77,53.36,10.21,11.3,78.8,0
DOC_0312,27.12,16.13,1,0.0184,16.52,1.44,0.25,20.95,4.46,4.34,18.72,0
DOC_0313,6.0,12.21,1,0.0169,13.32,12.06,6.05,13.0,9.39,10.73,10.23,0
DOC_0314,30.47,4.7,2,0.0082,0.0,0.21,-1.0,24.58,9.25,6.54,7.04,0
DOC_0315,26.79,60.18,3,0.0033,14.02,6.03,-1.0,43.99,22.06,17.13,35.06,0
DOC_0316,69.14,89.66,1,0.0143,0.0,2.64,11.72,48.86,10.26,9.63,73.23,0
DOC_0317,52.25,56.52,2,0.0083,0.0,2.39,-1.0,84.8,12.88,0.0,55.59,0
DOC_0318,32.74,21.47,4,0.0025,17.07,7.31,23.76,50.01,11.89,3.23,26.23,0
DOC_0319,14.17,23.59,2,0.0059,7.62,5.2,17.49,0.0,5.02,10.49,2.34,0
DOC_0320,0.0,38.57,1,0.0305,10.38,14.86,4.28,31.66,12.48,10.96,0.0,0
DOC_0321,42.58,56.49,0,0.0017,0.0,5.76,-1.0,60.99,8.15,8.62,59.96,0
DOC_0322,0.0,42.67,0,0.037,51.21,28.66,4.79,34.15,20.1,0.0,44.27,0
DOC_0323,47.0,76.05,0,0.0017,7.22,10.49,-1.0,26.74,17.59,7.13,62.57,0
DOC_0324,60.96,96.35,1,0.0131,11.69,15.4,13.59,23.3,23.4,6.54,69.12,0
DOC_0325,25.98,17.13,1,0.0159,6.25,0.0,5.23,3.79,13.58,4.34,12.76,0
DOC_0326,19.62,19.88,3,0.0026,4.33,0.0,0.0,65.87,29.68,3.77,38.05,0
DOC_0327,14.34,21.86,2,0.0071,5.42,5.3,-1.0,27.07,0.0,0.0,19.26,0
DOC_0328,20.23,18.11,1,0.0081,42.66,29.4,19.33,20.55,28.78,6.82,22.43,0
DOC_0329,58.8,49.05,1,0.0109,18.05,5.23,10.65,34.72,11.14,13.1,67.23,0
DOC_0330,44.27,82.44,2,0.0013,6.79,15.59,24.83,41.62,6.84,0.0,83.03,0
DOC_0331,20.86,66.19,1,0.0075,18.2,0.0,-1.0,6.49,12.38,5.75,61.27,0
DOC_0332,21.23,27.16,1,0.0077,12.08,11.18,13.56,9.03,20.59,2.37,18.32,0
DOC_0333,29.91,38.13,2,0.0027,15.35,4.5,-1.0,2.31,42.5,12.36,23.35,0
DOC_0334,19.26,21.76,2,0.0005,5.57,8.88,8.8,20.15,12.92,6.62,12.67,0
DOC_0335,73.11,53.71,0,0.03,2.29,13.34,16.09,41.82,20.58,2.6,81.49,0
DOC_0336,55.75,80.16,0,0.0022,17.01,7.27,-1.0,37.81,16.87,8.31,58.5,0
DOC_0337,15.19,0.0,1,0.0053,13.68,2.19,7.0,16.02,5.1,0.0,0.0,0
DOC_0338,62.08,63.26,2,0.0012,7.82,10.18,-1.0,42.73,17.44,0.0,70.39,0
DOC_0339,48.83,56.8,1,0.0106,8.02,10.99,11.74,89.01,22.89,1.06,38.0,0
DOC_0340,5.59,26.62,0,0.0062,19.1,0.71,15.04,23.5,10.51,5.54,21.87,0
DOC_0341,44.85,52.97,3,0.0072,19.14,12.46,-1.0,19.9,30.65,0.44,39.29,0
DOC_0342,11.24,25.53,1,0.0037,4.53,0.0,-1.0,23.57,18.06,0.97,28.77,0
DOC_0343,0.64,8.06,3,0.0025,0.0,7.57,-1.0,21.9,9.59,8.29,17.3,0
DOC_0344,8.5,30.58,1,0.0022,2.52,0.28,-1.0,10.12,14.45,7.48,38.75,0
DOC_0345,27.44,31.44,2,0.0019,4.69,12.09,12.04,20.01,2.73,8.71,11.62,0
DOC_0346,61.9,66.36,2,0.0034,25.56,15.48,5.81,40.18,16.67,6.5,77.43,0
DOC_0347,41.16,26.53,2,0.0118,12.61,46.75,-1.0,21.94,27.86,1.58,48.63,0
DOC_0348,10.83,22.19,0,0.0115,4.58,2.57,3.25,29.52,8.08,2.02,15.01,0
DOC_0349,52.13,26.82,2,0.0007,32.21,5.63,-1.0,48.77,6.19,9.95,46.76,0
DOC_0350,59.18,76.48,1,0.0154,3.36,8.42,11.89,69.88,21.58,6.33,77.37,0
DOC_0351,41.33,49.65,3,0.0043,53.61,14.0,13.3,31.02,0.0,16.65,21.85,0
DOC_0352,62.84,49.43,0,0.008,11.15,23.34,-1.0,75.34,32.62,4.0,47.01,0
DOC_0353,51.44,36.38,1,0.0033,45.08,3.3,19.41,0.0,0.0,12.88,29.54,0
DOC_0354,16.19,33.89,2,0.0069,7.79,7.41,-1.0,15.46,11.74,8.52,39.55,0
DOC_0355,30.27,15.88,0,0.008,24.9,20.15,8.42,20.37,39.98,2.86,28.43,0
DOC_0356,23.22,3.69,1,0.0166,1.67,10.66,15.86,23.61,9.51,3.84,12.24,0
DOC_0357,57.07,19.51,2,0.0036,12.9,5.93,-1.0,44.27,26.32,6.85,25.62,0
DOC_0358,22.08,32.73,0,0.0069,0.0,4.01,19.95,29.07,5.1,9.78,17.61,0
DOC_0359,13.13,25.93,2,0.0106,7.77,6.63,0.58,22.23,8.67,10.04,23.18,0
DOC_0360,62.39,49.54,0,0.0072,8.09,9.3,-1.0,54.31,24.73,9.75,72.37,0
DOC_0361,28.14,35.48,3,0.0016,18.96,0.0,15.29,47.5,4.97,3.05,36.47,0
DOC_0362,26.83,17.44,3,0.0007,5.56,7.96,-1.0,0.03,15.69,1.67,25.22,0
DOC_0363,20.95,44.36,3,0.0141,16.5,11.48,5.59,45.27,6.3,15.16,35.29,0
DOC_0364,27.2,69.09,1,0.0096,0.0,7.29,-1.0,100.0,16.94,12.39,48.24,0
DOC_0365,30.65,51.94,0,0.0031,14.11,0.0,-1.0,77.29,0.51,0.0,69.09,0
DOC_0366,69.61,53.97,0,0.0035,0.0,15.3,-1.0,91.41,15.81,12.54,29.29,0
DOC_0367,23.28,11.96,0,0.0102,6.51,1.3,19.26,13.42,6.9,0.77,17.86,0
DOC_0368,39.06,38.38,4,0.0038,3.49,5.35,-1.0,55.58,25.44,0.0,36.39,0
DOC_0369,14.25,12.41,1,0.0095,8.45,5.01,2.94,26.66,11.19,0.0,12.71,0
DOC_0370,26.57,37.19,2,0.0069,32.68,15.45,-1.0,43.06,31.39,8.78,26.3,0
DOC_0371,54.86,40.13,0,0.0052,0.0,5.73,19.51,100.0,33.6,0.53,61.49,0
DOC_0372,30.88,20.8,3,0.0017,23.68,11.12,6.01,29.66,23.7,15.06,27.89,0
DOC_0373,28.42,57.53,4,0.0073,1.81,7.96,-1.0,14.61,4.56,15.37,44.06,0
DOC_0374,34.12,20.75,2,0.0009,23.28,2.32,11.25,35.67,33.9,16.62,37.37,0
DOC_0375,42.92,58.81,0,0.0143,22.34,10.78,9.01,78.81,34.14,10.68,50.48,0
DOC_0376,14.41,22.39,2,0.0009,0.0,10.85,-1.0,15.03,15.38,9.91,4.0,0
DOC_0377,48.81,32.12,1,0.0033,24.4,15.17,-1.0,49.32,33.04,16.32,49.54,0
DOC_0378,20.61,6.11,3,0.0034,11.02,8.62,-1.0,8.44,6.59,0.3,29.19,0
DOC_0379,15.64,34.53,2,0.0105,0.0,8.2,0.0,18.9,0.0,0.0,26.87,0
DOC_0380,63.16,68.23,1,0.0049,10.55,29.1,-1.0,33.39,16.53,3.71,77.51,0
DOC_0381,50.67,78.58,2,0.0085,9.47,1.13,5.7,63.87,23.85,4.13,32.88,0
DOC_0382,30.79,27.34,0,0.0042,4.93,6.21,13.95,16.55,10.39,4.71,10.65,0
DOC_0383,16.51,4.01,2,0.0063,5.36,8.46,-1.0,22.31,11.23,8.58,41.94,0
DOC_0384,94.78,42.64,1,0.0128,0.0,22.06,12.8,38.88,19.78,14.73,55.2,0
DOC_0385,72.94,61.32,0,0.0274,3.03,17.52,-1.0,64.97,6.59,12.46,54.93,0
DOC_0386,18.25,36.08,3,0.0047,6.68,2.14,17.12,17.01,8.6,5.21,28.37,0
DOC_0387,20.68,34.78,2,0.0007,1.58,6.43,6.61,14.83,11.03,5.42,10.86,0
DOC_0388,34.69,42.3,2,0.0034,25.63,0.0,9.7,58.5,20.68,14.17,65.53,0
DOC_0389,38.72,31.17,2,0.0341,30.83,28.7,-1.0,29.4,3.15,7.19,34.23,0
DOC_0390,65.1,26.75,3,0.0029,9.64,5.72,-1.0,57.4,9.8,7.81,34.79,0
DOC_0391,37.24,31.47,3,0.0119,38.16,33.74,15.49,19.61,12.09,4.56,34.44,0
DOC_0392,55.51,29.3,3,0.013,11.89,7.29,23.9,54.33,11.65,3.05,34.84,0
DOC_0393,19.1,49.18,1,0.0033,0.0,1.59,-1.0,7.34,1.23,6.55,5.26,0
DOC_0394,55.78,37.09,1,0.0121,0.0,13.68,-1.0,85.61,0.45,5.79,61.21,0
DOC_0395,10.66,37.31,2,0.0003,4.45,1.55,0.0,6.54,13.55,3.35,12.9,0
DOC_0396,19.2,27.71,2,0.0043,4.96,9.62,-1.0,18.6,11.03,6.45,12.93,0
DOC_0397,54.29,33.42,1,0.0143,4.57,20.57,-1.0,79.0,29.58,18.85,65.59,0
DOC_0398,46.16,50.37,1,0.0113,21.62,3.63,-1.0,81.26,26.54,13.83,57.8,0
DOC_0399,31.0,13.18,4,0.0105,18.24,5.19,-1.0,36.6,0.2,3.46,17.99,0
DOC_0400,55.81,41.7,1,0.0048,5.77,3.88,29.69,86.38,14.52,0.0,68.86,0
DOC_0401,81.36,100.0,1,0.0033,18.27,14.88,-1.0,60.38,26.59,14.16,66.99,0
DOC_0402,30.95,24.16,2,0.003,13.46,2.57,-1.0,28.23,6.99,5.4,25.59,0
DOC_0403,72.44,60.02,0,0.0024,16.43,3.43,-1.0,58.62,10.21,6.37,76.51,0
DOC_0404,22.92,32.83,1,0.0017,26.03,10.23,15.49,46.26,22.52,9.19,27.89,0
DOC_0405,32.23,38.05,4,0.0028,0.0,16.58,12.17,31.11,12.02,5.9,22.98,0
DOC_0406,15.22,27.71,1,0.014,10.57,11.0,2.81,12.25,0.0,0.0,18.34,0
DOC_0407,22.91,23.75,3,0.009,14.97,1.85,-1.0,0.0,6.35,4.77,19.14,0
DOC_0408,62.93,38.3,0,0.0014,0.02,15.14,-1.0,51.37,8.74,1.42,56.98,0
DOC_0409,46.47,45.36,3,0.0038,8.43,12.62,3.27,60.16,18.28,20.81,12.31,0
DOC_0410,7.35,0.0,2,0.0004,8.9,11.46,-1.0,17.4,12.4,0.0,21.11,0
DOC_0411,36.62,65.23,1,0.0181,10.05,14.36,-1.0,27.63,7.81,3.18,86.76,0
DOC_0412,29.36,44.02,2,0.0042,2.21,0.0,21.78,41.8,25.87,17.71,34.7,0
DOC_0413,28.43,10.16,2,0.0013,10.55,10.93,17.6,51.15,17.28,5.18,25.5,0
DOC_0414,11.2,14.59,1,0.0173,18.61,16.0,-1.0,32.05,1.35,9.88,31.99,0
DOC_0415,12.97,17.22,2,0.0008,11.96,5.94,-1.0,17.94,9.5,3.37,19.25,0
DOC_0416,30.12,23.82,1,0.0016,17.82,9.1,0.0,15.83,8.22,0.0,25.45,0
DOC_0417,19.07,24.28,1,0.0009,14.13,0.0,8.91,13.71,4.09,0.0,33.99,0
DOC_0418,72.55,64.6,1,0.0004,0.94,12.36,-1.0,54.23,0.0,6.64,55.87,0
DOC_0419,60.44,78.74,1,0.0095,0.0,11.09,8.66,17.65,0.0,3.27,71.38,0
DOC_0420,24.03,13.85,1,0.001,8.08,4.9,4.84,28.16,9.26,4.2,43.01,0
DOC_0421,46.17,48.63,1,0.0026,25.36,5.92,-1.0,100.0,24.69,5.05,77.92,0
DOC_0422,25.41,40.69,4,0.0029,0.0,13.4,14.49,26.18,17.68,5.0,46.2,0
DOC_0423,18.25,26.9,2,0.0082,2.01,0.0,-1.0,5.2,0.0,1.66,19.93,0
DOC_0424,19.78,35.22,3,0.0042,17.91,5.33,29.06,66.35,36.48,5.57,31.19,0
DOC_0425,50.69,61.89,0,0.0088,9.79,0.0,-1.0,66.79,29.7,10.51,61.31,0
DOC_0426,7.83,16.21,2,0.0117,18.6,6.47,1.61,9.89,0.0,4.16,14.74,0
DOC_0427,45.86,32.85,2,0.0045,18.77,12.29,17.98,30.4,22.4,4.08,47.97,0
DOC_0428,19.21,22.98,2,0.001,1.95,4.4,14.34,0.0,16.16,8.8,0.57,0
DOC_0429,30.89,56.95,3,0.0072,14.83,0.0,-1.0,63.18,17.47,21.03,24.93,0
DOC_0430,39.18,22.09,4,0.0083,0.0,17.7,9.53,13.86,34.01,29.98,35.69,0
DOC_0431,12.87,48.24,2,0.0011,16.07,5.26,-1.0,4.93,8.29,2.18,3.06,0
DOC_0432,80.83,46.04,0,0.0021,0.0,19.43,38.03,64.0,12.55,7.37,67.19,0
DOC_0433,17.8,17.83,0,0.005,0.0,7.87,16.81,15.87,1.78,9.28,21.98,0
DOC_0434,40.92,23.61,3,0.0234,25.29,15.59,-1.0,23.49,40.67,3.4,20.75,0
DOC_0435,55.28,33.13,0,0.0047,11.58,9.55,14.17,61.39,17.19,11.48,79.18,0
DOC_0436,12.97,20.99,1,0.0057,0.0,6.58,9.55,11.16,9.21,4.91,8.24,0
DOC_0437,17.64,7.67,1,0.0062,1.75,10.83,-1.0,15.29,11.1,0.09,3.95,0
DOC_0438,59.93,66.17,1,0.0138,0.0,5.27,-1.0,44.77,5.31,8.54,64.97,0
DOC_0439,68.78,48.59,2,0.0107,6.52,16.79,5.25,67.93,25.91,7.36,87.13,0
DOC_0440,26.55,71.14,1,0.0032,11.12,7.97,7.25,42.14,6.81,8.48,75.62,0
DOC_0441,33.84,60.46,3,0.0175,10.39,0.0,17.29,64.86,35.3,11.75,22.37,0
DOC_0442,0.0,40.26,2,0.0016,25.23,52.51,-1.0,21.05,0.0,7.35,28.41,0
DOC_0443,64.41,79.52,0,0.0009,18.56,15.38,-1.0,51.58,14.09,10.15,40.05,0
DOC_0444,12.6,0.0,1,0.0102,12.1,11.64,26.28,9.28,0.0,0.0,21.78,0
DOC_0445,52.58,62.42,1,0.0063,0.0,6.89,-1.0,25.85,8.91,3.82,80.08,0
DOC_0446,45.41,22.25,2,0.0101,17.81,8.67,3.84,57.1,0.0,0.0,60.08,0
DOC_0447,28.94,23.32,3,0.0029,21.15,15.7,10.19,16.72,30.98,10.3,51.38,0
DOC_0448,60.95,9.6,1,0.0002,20.48,8.53,7.02,95.07,10.99,11.03,56.7,0
DOC_0449,80.64,74.87,0,0.0023,0.0,5.21,15.89,52.53,13.29,10.22,78.82,0
DOC_0450,35.71,39.51,1,0.0207,15.23,15.97,-1.0,71.54,0.0,18.04,64.63,0
DOC_0451,80.09,51.03,1,0.0059,16.17,5.96,8.77,41.9,18.67,3.99,89.66,0
DOC_0452,15.0,14.07,2,0.0004,14.25,12.92,8.72,42.78,25.23,6.43,65.81,0
DOC_0453,49.81,92.9,0,0.0057,13.01,3.84,21.26,84.64,20.01,12.12,25.69,0
DOC_0454,21.58,13.61,0,0.0008,11.74,11.07,19.7,34.91,10.36,12.95,12.31,0
DOC_0455,11.62,20.41,1,0.0094,9.84,10.69,-1.0,23.64,9.03,10.76,5.83,0
DOC_0456,47.02,18.62,2,0.0018,8.52,0.0,8.21,65.52,7.95,9.53,41.7,0
DOC_0457,42.99,50.32,2,0.0044,15.94,14.34,12.66,89.86,14.7,7.46,36.75,0
DOC_0458,78.07,27.88,0,0.0005,7.3,4.21,12.88,48.6,20.69,13.18,32.58,0
DOC_0459,52.3,46.44,3,0.0041,10.44,17.07,19.66,20.79,7.67,21.02,50.3,0
DOC_0460,15.09,28.54,2,0.0048,14.15,13.69,13.84,15.49,12.33,3.17,41.88,0
DOC_0461,19.44,17.27,2,0.0019,5.02,4.29,14.28,16.85,10.72,13.54,10.29,0
DOC_0462,7.77,11.05,3,0.0104,16.02,6.28,6.19,27.21,8.8,4.52,14.67,0
DOC_0463,15.52,4.52,0,0.0159,7.76,7.99,-1.0,13.37,2.77,5.36,25.38,0
DOC_0464,8.85,20.87,0,0.0091,3.69,9.12,-1.0,3.67,10.1,0.52,28.63,0
DOC_0465,97.07,39.51,0,0.0114,1.88,3.9,-1.0,82.34,11.63,11.31,52.84,0
DOC_0466,17.08,21.48,2,0.0004,3.33,0.0,16.61,18.02,4.72,14.34,18.35,0
DOC_0467,11.58,8.53,1,0.0001,4.57,0.0,-1.0,14.83,12.1,7.95,15.8,0
DOC_0468,40.95,29.8,3,0.001,5.16,4.58,-1.0,58.04,23.38,8.73,21.23,0
DOC_0469,41.39,13.1,2,0.0146,22.72,0.0,0.0,65.45,16.15,8.7,41.58,0
DOC_0470,10.93,21.32,1,0.003,6.42,17.19,2.49,24.64,6.17,0.0,37.53,0
DOC_0471,61.08,41.52,1,0.0103,22.23,17.85,-1.0,29.31,18.51,0.0,50.85,0
DOC_0472,57.52,48.55,0,0.0028,3.22,10.71,27.74,52.57,35.82,5.6,59.94,0
DOC_0473,61.05,43.12,1,0.0244,1.56,1.31,14.9,66.02,33.7,15.2,57.52,0
DOC_0474,17.3,38.8,1,0.0159,10.36,3.72,20.28,12.78,13.82,1.84,18.53,0
DOC_0475,50.66,61.49,0,0.0043,19.43,15.27,13.54,60.93,24.98,11.22,67.63,0
DOC_0476,9.59,45.1,1,0.0009,35.43,0.0,15.98,14.95,16.02,16.5,37.28,0
DOC_0477,59.63,60.55,2,0.0009,13.12,26.28,21.58,64.56,27.42,7.45,41.77,0
DOC_0478,33.95,36.18,2,0.0002,12.16,0.72,18.21,23.23,18.68,10.91,37.79,0
DOC_0479,74.56,82.23,0,0.0017,15.59,12.69,-1.0,42.08,15.49,1.05,84.79,0
DOC_0480,26.06,19.12,1,0.002,0.0,10.15,8.49,9.95,29.74,3.52,47.85,0
DOC_0481,60.97,55.52,1,0.0088,16.86,8.78,33.46,84.36,18.94,15.4,57.88,0
DOC_0482,14.9,33.06,1,0.0034,11.71,3.31,18.98,10.57,6.27,4.43,18.84,0
DOC_0483,72.36,46.99,0,0.0409,11.09,17.79,-1.0,52.46,12.79,24.68,42.43,0
DOC_0484,19.69,45.28,4,0.0019,11.65,0.0,33.01,61.17,31.5,5.9,45.25,0
DOC_0485,83.02,91.45,0,0.0044,6.59,10.2,6.58,32.6,20.79,8.79,78.65,0
DOC_0486,48.6,31.08,0,0.0016,4.11,6.0,-1.0,42.64,29.06,0.0,27.95,0
DOC_0487,38.15,43.04,1,0.003,1.72,2.97,20.97,64.51,25.04,11.13,78.05,0
DOC_0488,38.77,39.29,3,0.0004,13.02,3.44,10.36,21.88,35.71,13.93,31.56,0
DOC_0489,44.94,40.21,1,0.0202,16.08,0.0,1.32,60.57,0.0,0.0,37.91,0
DOC_0490,42.03,30.43,2,0.0012,19.28,14.7,-1.0,59.11,7.22,3.87,28.08,0
DOC_0491,0.0,23.36,3,0.0037,4.29,11.7,-1.0,8.02,8.75,3.1,5.31,0
DOC_0492,16.65,25.99,2,0.0021,5.1,0.0,17.95,0.0,11.7,10.19,8.9,0
DOC_0493,58.34,60.3,0,0.0198,0.0,11.9,8.04,66.58,5.93,10.41,77.81,0
DOC_0494,18.86,10.93,2,0.011,10.29,0.0,2.63,19.39,0.0,10.33,15.42,0
DOC_0495,28.15,24.91,0,0.0016,16.55,0.81,-1.0,16.45,3.78,13.46,19.44,0
DOC_0496,0.0,39.75,2,0.0002,22.07,6.62,-1.0,45.35,8.37,14.63,41.9,0
DOC_0497,85.11,77.6,0,0.0211,18.56,5.77,-1.0,74.2,0.0,0.0,55.34,0
DOC_0498,18.66,16.31,1,0.002,11.49,0.49,9.88,12.19,0.0,4.46,29.12,0
DOC_0499,72.28,80.24,1,0.0065,23.77,0.0,7.1,73.28,32.89,7.2,38.19,0
DOC_0500,35.14,15.3,2,0.0003,14.94,0.24,2.28,12.12,9.47,3.65,2.57,0
DOC_0501,47.13,33.45,1,0.0403,45.74,0.0,17.16,1.92,41.94,5.97,21.49,1
DOC_0502,60.82,100.0,3,0.2594,66.06,77.52,81.78,55.85,76.63,10.13,74.85,1
DOC_0503,68.91,72.33,2,0.1776,53.48,59.98,68.82,71.61,97.58,0.61,50.95,1
DOC_0504,19.95,58.47,2,0.0446,53.72,84.24,-1.0,23.77,63.23,11.07,41.28,1
DOC_0505,72.88,75.28,2,0.1663,79.62,78.86,-1.0,51.51,99.15,9.47,62.63,1
DOC_0506,16.26,57.18,0,0.0425,53.34,31.91,-1.0,17.46,47.8,0.0,51.51,1
DOC_0507,80.66,83.59,5,0.1978,83.82,77.94,48.17,57.2,61.06,5.46,68.99,1
DOC_0508,64.17,67.65,0,0.1889,76.55,62.3,56.48,68.85,68.98,15.3,38.85,1
DOC_0509,74.16,73.4,4,0.2124,64.66,69.5,-1.0,41.67,64.27,22.73,62.16,1
DOC_0510,54.2,63.4,1,0.1887,70.98,42.11,-1.0,73.44,52.36,0.0,29.81,1
DOC_0511,79.01,66.04,3,0.2163,73.28,88.85,88.05,89.51,77.99,0.0,78.45,1
DOC_0512,74.77,53.54,2,0.172,65.47,42.98,87.9,43.02,76.55,6.92,50.98,1
DOC_0513,15.46,56.97,1,0.0206,30.73,40.87,51.68,33.74,29.98,33.48,15.61,1
DOC_0514,30.63,47.92,2,0.0193,43.26,70.55,-1.0,34.82,64.33,9.94,51.77,1
DOC_0515,38.73,21.27,3,0.0261,6.91,36.85,40.3,48.77,27.9,16.56,27.26,1
DOC_0516,39.46,48.01,0,0.0258,0.0,8.48,67.61,17.68,20.34,51.39,13.32,1
DOC_0517,68.84,89.86,4,0.2028,89.92,79.5,66.47,86.03,74.12,18.58,68.28,1
DOC_0518,90.21,74.95,3,0.3095,92.38,65.79,61.53,65.0,93.59,33.39,94.01,1
DOC_0519,78.61,94.77,3,0.241,57.55,61.26,-1.0,54.35,83.73,14.24,53.73,1
DOC_0520,65.07,29.19,2,0.2115,18.78,52.49,50.73,16.64,28.34,14.98,45.22,1
DOC_0521,76.87,69.51,2,0.0334,17.35,21.91,76.74,22.04,24.92,14.35,65.39,1
DOC_0522,50.24,63.31,3,0.1657,27.67,50.75,-1.0,46.6,31.58,2.52,70.06,1
DOC_0523,28.14,27.69,2,0.0318,34.67,54.36,22.13,17.84,37.43,3.7,17.8,1
DOC_0524,48.32,32.43,1,0.033,23.9,16.58,59.97,35.39,23.85,10.71,46.93,1
DOC_0525,36.43,36.91,1,0.0519,16.72,17.68,15.55,16.0,44.68,5.17,13.28,1
DOC_0526,18.01,24.23,2,0.024,5.22,26.24,-1.0,44.3,44.54,0.0,3.29,1
DOC_0527,45.4,31.9,1,0.0127,31.4,13.51,82.61,24.2,16.49,11.67,15.88,1
DOC_0528,93.36,80.66,2,0.2658,85.15,79.33,-1.0,55.11,61.53,0.0,90.75,1
DOC_0529,73.76,93.96,2,0.1855,87.68,89.97,100.0,94.26,73.56,20.57,63.17,1
